Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
b496b4ec-95a6-c33e-144f-a6158c99838f,1986-06-02,,999-31-7418,S99965685,X43727274X,Mr.,Isaac321,Mitchel812,Hoeger474,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,279 Dickinson Trailer Apt 48,Barre,Massachusetts,Worcester County,25027,01005,42.45753664375602,-72.13157919386829,104575.93,11927.45,27124
5cd58b45-07e0-5f70-7493-b53012864211,2015-04-17,,999-32-1028,,,,Alane21,,Greenholt190,,,,asian,nonhispanic,F,Hanoi  Hà Đông  VN,995 Torp Approach Suite 53,Grafton,Massachusetts,Worcester County,,00000,42.18067235181418,-71.69862404157635,25608.21,0.00,177999
4488b39b-7a56-549b-9f1b-48290fe9b8d6,1993-05-25,,999-68-3129,S99974433,X28079400X,Mrs.,Donita707,Dusty207,West559,,Harvey63,M,white,nonhispanic,F,Boston  Massachusetts  US,557 Braun Trafficway,Greenfield,Massachusetts,Franklin County,25011,01301,42.61140097983419,-72.64274167055679,8414.68,300786.47,13580
641db3bf-d9b6-9e26-5dcc-21ee68332c58,1979-09-12,,999-12-7888,S99976228,X27254329X,Mr.,Connie24,Truman805,Koelpin146,,,M,white,nonhispanic,M,Norfolk  Massachusetts  US,621 Greenholt Junction,Fairhaven,Massachusetts,Bristol County,,00000,41.649651288167256,-70.85204999455007,91116.67,12172.29,113266
3d1b6782-6d5d-fdc2-9986-08f0ea392b8f,2004-04-21,,999-64-8326,S99994648,X17433986X,Mr.,Pablo44,Óscar156,Archuleta517,,,,white,hispanic,M,Guatemala City  Guatemala  GT,426 Breitenberg Route Suite 41,Lynn,Massachusetts,Essex County,25009,01907,42.44765443326238,-71.06252397760775,3757.68,44176.62,11861
8ce2c046-e6a7-e420-dc16-6bf8e43f9af4,1965-03-18,,999-64-9283,S99973294,X18576332X,Mr.,Randy380,Esteban536,Oberbrunner298,,,M,white,nonhispanic,M,Marshfield Hills  Massachusetts  US,1020 Keeling Bay Suite 71,Fairhaven,Massachusetts,Bristol County,,00000,41.63231563949064,-70.89515474423392,123346.09,60557.90,67077
fcaefa3a-40b5-8811-6153-a1370ef0cde5,1970-04-06,,999-57-1865,S99911870,X76861938X,Mr.,Wilford267,Jesse626,Wyman904,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,530 Welch Bypass,Milton,Massachusetts,Norfolk County,25021,02186,42.20267750511235,-71.0533574053294,649816.92,211318.25,116788
dccb23e6-5b08-9558-49df-5bff349e93cf,1956-07-07,,999-14-2822,S99988981,X79369699X,Ms.,Margaret865,Ethelyn789,Bauch723,,,S,white,nonhispanic,F,Wilmington  Massachusetts  US,194 Romaguera Arcade Unit 21,Randolph,Massachusetts,Norfolk County,25021,02368,42.20421345044347,-71.00850050334854,1047936.38,41399.35,71029
1468ea14-2793-4f6c-cf9f-88c3d37934da,1986-10-17,2023-04-26,999-99-4397,S99978804,X45774080X,Mr.,Geoffrey157,Ethan766,Kemmer137,,,M,white,nonhispanic,M,Hinsdale  Massachusetts  US,444 Nolan Village Unit 42,Brockton,Massachusetts,Plymouth County,25023,02302,42.087413134618636,-71.02188853753002,118652.84,527212.18,82097
9d00b51a-9017-e06e-4039-fc1915079579,1965-03-12,,999-47-6601,S99939810,X60127778X,Mrs.,Katherin596,Ricki338,Blanda868,,Quitzon246,M,white,hispanic,F,Boston  Massachusetts  US,620 Hand Flat Unit 94,Springfield,Massachusetts,Hampden County,25013,01128,42.07602195639517,-72.49931647057497,23405.47,1789089.80,15912
86f61c5d-9a67-fe1b-e9b7-fadbd314d632,1986-01-25,,999-37-8474,S99933485,X39657386X,Mr.,Britt177,,Eichmann909,,,M,white,nonhispanic,M,Malden  Massachusetts  US,244 Ryan Plaza,Taunton,Massachusetts,Bristol County,25005,02780,41.91965784171351,-71.0787875694584,12089.33,126207.91,854
61333993-2989-4d3b-6200-1c07add7ca5e,1998-08-12,,999-60-7165,S99974486,X48185078X,Mr.,Sherman440,Berry486,Wintheiser220,,,,white,nonhispanic,M,Swansea  Massachusetts  US,562 Howe Spur,Lawrence,Massachusetts,Essex County,25009,01840,42.654180812179796,-71.16786034445701,5919.41,211667.21,17940
7fa736ba-f730-5a5c-9efe-af0189b9c8c2,2012-08-08,,999-11-1424,,,,Cecilia788,Pa577,Bartoletti50,,,,white,nonhispanic,F,Amherst  Massachusetts  US,243 O'Hara Camp,Somerville,Massachusetts,Middlesex County,25017,02140,42.40116286012174,-71.13100459118299,8883.10,111234.76,79834
a28a1599-825f-a93b-eaee-aba8420b237a,1988-08-23,,999-12-6630,S99980440,X26980853X,Mr.,Porfirio146,Britt177,Jerde200,,,S,white,nonhispanic,M,Holden  Massachusetts  US,1007 Schneider Ferry Apt 88,Kingston,Massachusetts,Plymouth County,25023,02364,41.986730514648286,-70.7019614816626,27633.92,75164.18,23604
cac2877a-1976-2368-7b31-ae4ea772afae,2008-01-07,,999-65-7444,S99953852,,Ms.,Mui729,Serena400,Weimann465,,,,white,nonhispanic,F,Springfield  Massachusetts  US,208 Casper Fort Unit 70,Leominster,Massachusetts,Worcester County,25027,01420,42.52468314785221,-71.80026428917077,75078.13,524502.34,47204
51a26ff0-fd41-8107-6e79-85b08ade1149,1986-10-17,,999-84-3346,S99980437,X82714728X,Mr.,Wilburn655,Brad867,Anderson154,,,M,white,nonhispanic,M,Duxbury  Massachusetts  US,1019 Zieme Camp Suite 11,Brockton,Massachusetts,Plymouth County,25023,02351,42.07574184369878,-71.00870904444369,398397.92,390708.96,82097
75b50754-442d-2c48-5258-873a9353ed50,2023-10-17,,999-22-5672,,,,America446,Kenisha791,Armstrong51,,,,white,nonhispanic,F,Sharon  Massachusetts  US,742 Torphy Meadow,Halifax,Massachusetts,Plymouth County,,00000,42.03241676769909,-70.82931611154369,595.86,7695.54,26755
2fe54ffc-4d9e-88c5-c913-2c460afeb172,1976-06-23,,999-70-9428,S99965478,X23504827X,Mrs.,Lashon823,Ruthie901,Watsica258,,Kulas532,M,white,nonhispanic,F,Boston  Massachusetts  US,1089 Abbott Center,Barnstable,Massachusetts,Barnstable County,25001,02647,41.67599309892637,-70.35080064038387,750092.68,230822.60,119859
e693362f-fb26-a31b-c3a1-f9a3ceee1fd9,2015-03-17,,999-29-7091,,,,Lakeshia836,Jessika892,Kris249,,,,white,nonhispanic,F,Needham  Massachusetts  US,935 Williamson Trailer,Woburn,Massachusetts,Middlesex County,25017,01801,42.49167518903938,-71.13278499981597,38332.34,0.00,57023
87b6dc68-eccb-d254-21e6-8651ae31e24a,1953-07-30,2010-02-14,999-19-3712,S99912264,X83776539X,Mr.,Rupert654,Bobby524,Adams676,,,S,white,nonhispanic,M,Revere  Massachusetts  US,452 Schneider Knoll Suite 30,Hanover,Massachusetts,Plymouth County,,00000,42.13986793007889,-70.85258385074293,161584.60,54987.72,141081
71525912-6cf0-1db1-99fa-ad7e668f6631,2018-07-01,,999-94-3730,,,,Luke971,Lorenzo669,Tremblay80,,,,white,nonhispanic,M,Dedham  Massachusetts  US,312 Hammes Terrace,Franklin,Massachusetts,Norfolk County,25021,02038,42.039503746983705,-71.39210991331497,33252.52,0.00,110007
ecfb9dbb-ab19-3cae-6c7a-17edb5926258,1996-12-24,,999-38-7436,S99946264,X63908611X,Mr.,Miquel905,Thomas756,Crona259,,,M,asian,nonhispanic,M,Canton  Massachusetts  US,1074 Nikolaus Mill,Chelmsford,Massachusetts,Middlesex County,,00000,42.61516030643534,-71.38824196409232,71541.76,14047.36,32577
ba89b1d4-e168-f6a0-bcec-df21ebf484a8,2002-02-19,,999-79-2133,S99964214,X18131786X,Mr.,Kendrick479,,Beer512,,,,white,nonhispanic,M,Northampton  Massachusetts  US,1086 Beahan Club,Rutland,Massachusetts,Worcester County,25027,01543,42.37455738974022,-71.99299895245487,97838.33,604032.06,153443
e5d00dc7-a3a3-2b98-fd51-04d4c9a90318,1982-03-05,,999-30-2556,S99947646,X62167652X,Ms.,Tomika243,Arnetta705,Ondricka197,,,S,white,nonhispanic,F,Holliston  Massachusetts  US,303 Bashirian View Unit 60,Hingham,Massachusetts,Plymouth County,25023,02043,42.220729162836555,-70.88997140972322,394138.74,882204.65,39458
248d9e9d-14e5-f02f-38c5-3e9c8548e625,1957-03-01,,999-37-1740,S99924653,X11818805X,Mr.,Wilburn655,,McCullough561,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,754 Sauer Forge,Easton,Massachusetts,Bristol County,,00000,42.05960134704935,-71.15766263167653,70778.13,251496.36,190373
fc8fd249-d864-5fb5-7094-fb5488dbc84d,1955-10-25,,999-95-3698,S99981313,X74337504X,Ms.,Cecille691,Margorie48,Feeney44,,,S,white,nonhispanic,F,Taunton  Massachusetts  US,295 Hamill Bypass Apt 37,East Falmouth,Massachusetts,Barnstable County,25001,02536,41.55722998529909,-70.55834164783168,1311748.29,120585.69,96783
32474f97-a437-8acc-3851-7088de8a515d,2013-03-13,,999-10-7743,,,,Tory770,Broderick767,Schoen8,,,,white,nonhispanic,M,Springfield  Massachusetts  US,1007 Pouros Fort,Norwell,Massachusetts,Plymouth County,,00000,42.19406815196325,-70.79068549979196,23184.05,23598.89,332284
fd57495c-905c-c2ff-5a06-f8a6b856a740,2025-08-05,,999-89-6462,,,,Bertie593,Becky854,Kihn564,,,,white,nonhispanic,F,Marshfield  Massachusetts  US,525 Beahan Glen,Falmouth,Massachusetts,Barnstable County,25001,02540,41.63560393823938,-70.58619295676817,2542.11,0.00,94750
ee324c9c-ab61-5496-873e-56d477cc3a56,1953-07-30,,999-65-2631,S99917752,X70532428X,Mr.,Olen518,Thomas756,Jacobi462,,,D,white,nonhispanic,M,Boston  Massachusetts  US,566 Pouros Ranch Apt 70,Hanover,Massachusetts,Plymouth County,,00000,42.17042789839419,-70.82896822169349,148333.60,260537.08,141081
d0770c55-bf99-c1c4-2bdc-8dfd1dab0680,1979-10-27,,999-64-5009,S99964110,X16342226X,Mr.,Kurt412,Leonardo412,Thiel172,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,871 Kuhic Plaza,Plymouth,Massachusetts,Plymouth County,25023,02360,41.904917696961,-70.6305289931936,8279.04,128793.40,18151
89635fb0-a3fe-07bc-e982-9c161e0eefb1,1974-05-09,,999-10-5265,S99979314,X33723623X,Ms.,Conception120,,Schinner682,,,S,white,nonhispanic,F,Worcester  Massachusetts  US,277 Kautzer Port,Worcester,Massachusetts,Worcester County,25027,01605,42.18467940672521,-71.74169281439721,271486.29,948769.71,179245
233da12e-13be-3836-c612-c7d7b23db751,2004-05-30,2017-12-02,999-58-5826,,,,Jamaal34,Luigi346,Rath779,,,,white,hispanic,M,Auburn  Massachusetts  US,986 Lesch Byway Apt 3,Dracut,Massachusetts,Middlesex County,,00000,42.63511761855526,-71.30020834447424,25327.69,44106.30,105588
839d4ac6-fe10-6d4b-12fa-29baa5cccb98,1972-09-19,,999-80-5501,S99994505,X26403492X,Mrs.,Fallon874,Francis500,Treutel973,JD,Hauck852,M,white,nonhispanic,F,Swampscott  Massachusetts  US,968 Steuber Walk Apt 33,Ashland,Massachusetts,Middlesex County,,00000,42.22718014272758,-71.49346226845061,951946.60,349270.57,119411
c25e748d-61b1-94f8-0316-33afebc5c076,1971-12-06,,999-30-2856,S99971724,X21731242X,Mrs.,Phyliss206,,Bosco882,,Rohan584,M,white,nonhispanic,F,Larissa  Larissa Prefecture  GR,609 Heathcote Lock,Norfolk,Massachusetts,Norfolk County,,00000,42.08539510225315,-71.30307590260404,294866.19,620470.40,177620
56a918ca-6f4a-f7a8-911f-8b6b962a7434,2005-05-07,,999-26-6667,S99957328,X25812197X,Mr.,Abe604,Emanuel231,Terry864,,,,white,nonhispanic,M,Holliston  Massachusetts  US,355 Leannon Neck Apt 27,Grafton,Massachusetts,Worcester County,,00000,42.17490511755817,-71.64264694076537,51683.25,14358.83,28353
4eb43203-1520-5f6c-7f64-76ba208f929b,2004-05-30,,999-87-5680,S99999773,X41612676X,Mr.,Berry486,Royce974,Stark857,,,,white,hispanic,M,Seekonk  Massachusetts  US,449 Blanda Knoll Suite 81,Dracut,Massachusetts,Middlesex County,,00000,42.72354679134537,-71.31795895897277,42484.33,52024.14,105588
9b338d30-e0d3-24e7-2e3a-e9c3b52d0057,1961-03-26,2006-01-29,999-33-4451,S99929221,X41708800X,Mrs.,Marianne327,,Eichmann909,,Waelchi213,M,asian,nonhispanic,F,Hong Kong  Hong Kong Special Administrative Region  CN,163 D'Amore Route Suite 55,Wellesley,Massachusetts,Norfolk County,25021,02457,42.26622811383776,-71.23791219468295,161821.70,833149.52,187941
e89fb5de-b504-10dc-a609-9e51194528a1,1977-12-24,,999-17-9247,S99984369,X73563987X,Mr.,Austin578,Giuseppe872,Turner526,,,M,white,nonhispanic,M,Belmont  Massachusetts  US,1038 Dickens Quay,Worcester,Massachusetts,Worcester County,25027,01545,42.2252878849609,-71.77812019143155,62539.07,798.09,68329
f4000cda-2013-c10e-4aed-3c478ea0ee61,1958-11-18,,999-85-1848,S99944391,X86145985X,Mrs.,Nikole56,Frankie174,Bogan287,,Kub800,M,white,nonhispanic,F,Danvers  Massachusetts  US,602 Batz Way Suite 63,Cambridge,Massachusetts,Middlesex County,25017,02139,42.374909801118186,-71.08124854010369,19260.86,1417756.69,22598
9b0e8aa3-0e43-874c-906b-1b0555047197,2001-12-30,,999-20-2989,S99929942,X62221909X,Ms.,Shelly431,Sook872,Kulas532,,,,white,nonhispanic,F,Brookline  Massachusetts  US,334 Grant Mall Suite 31,South Hadley,Massachusetts,Hampshire County,,00000,42.22544245469564,-72.5955391161149,5385.28,81379.15,14066
b0815d28-c34c-12cb-14f0-89eb4e66d0c8,2017-11-10,,999-56-6180,,,,Lieselotte680,Hermina428,Labadie908,,,,white,nonhispanic,F,Salem  Massachusetts  US,528 Raynor Light,Springfield,Massachusetts,Hampden County,25013,01105,42.00608068346362,-72.57216755064478,10034.12,0.00,82189
c674c6ad-54d4-4b7f-f8ae-f28ea699d74a,2019-09-16,,999-53-9846,,,,Lydia759,Terry864,Spencer878,,,,white,hispanic,F,Haverhill  Massachusetts  US,126 Gottlieb Haven,Boston,Massachusetts,Suffolk County,25025,02151,42.35566061250021,-71.05449376249604,17788.43,10512.57,133415
02819a81-4d5d-5a17-945b-a46c14a422bb,2022-06-30,,999-19-8926,,,,Reid278,Enoch803,Padberg411,,,,white,nonhispanic,M,Hudson  Massachusetts  US,1063 Leuschke Approach,Springfield,Massachusetts,Hampden County,25013,01107,42.12063023196814,-72.55685865450717,10936.77,2939.03,125167
f49e081f-90ee-1544-dd68-8875a50d06fc,1965-02-04,2022-07-06,999-30-2699,S99989049,X21820261X,Mr.,Chi716,Willy639,Bauch723,,,W,white,nonhispanic,M,Milton  Massachusetts  US,946 Stracke Way Unit 10,Bourne,Massachusetts,Barnstable County,25001,02532,41.696682296932636,-70.62669784256819,881891.80,2032104.90,83594
102c398b-0e2e-c637-f463-811b8525fd04,1974-10-02,,999-50-5189,S99929952,X64928497X,Ms.,Loreen513,Cherelle538,McCullough561,,,S,white,hispanic,F,Abington  Massachusetts  US,561 Weber Extension Apt 49,East Longmeadow,Massachusetts,Hampden County,,00000,42.04708504288594,-72.49448670529245,385121.32,343883.35,43009
c70ce498-748d-0597-5a7d-4f75b70d3e8a,2025-11-17,,999-12-6673,,,,Lakisha305,,Ernser583,,,,white,nonhispanic,F,Gloucester  Massachusetts  US,1029 Dare Street,Danvers,Massachusetts,Essex County,25009,01937,42.564235471326164,-70.99234015013499,1079.85,0.00,164780
b377a5ee-c5f1-e610-b4cf-28cc6476be2d,1961-03-26,,999-66-2414,S99916350,X40737581X,Ms.,Rolande819,Graciela518,Glover433,,,S,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,947 Lakin Pathway Apt 70,Wellesley,Massachusetts,Norfolk County,25021,02457,42.26172404553313,-71.34157783792267,294536.99,656791.92,187941
e4f01b9b-6252-9210-c42e-131f3bdd3c54,1977-03-22,,999-12-8472,S99963892,X40810397X,Mr.,Ismael683,Jarod376,Casper496,,,S,white,nonhispanic,M,Brockton  Massachusetts  US,1093 Cole Neck,New Bedford,Massachusetts,Bristol County,25005,02748,41.66392293394482,-70.93930007278715,151983.26,55478.15,49516
3f60e662-e337-78d7-167c-e75146f03a93,1986-08-11,,999-31-4642,S99955083,X39891371X,Mrs.,Anisha16,,Collier206,,Stanton715,M,white,nonhispanic,F,Holden  Massachusetts  US,1013 Swift Corner Apt 28,Agawam,Massachusetts,Hampden County,25013,01030,42.07839095276988,-72.6445178148901,12953.29,633799.86,9826
3c5039c0-82d2-226b-e5f8-0fb630cd627b,2015-09-17,,999-34-1861,,,,Hilton264,Marcellus830,Rice937,,,,white,nonhispanic,M,Berlin  Massachusetts  US,730 Koepp Port,Hanover,Massachusetts,Plymouth County,,00000,42.14757039636661,-70.90186527790976,32025.03,23182.49,83659
76a4794d-f364-31b2-5dc9-eb9fe8ab7141,1953-04-22,,999-21-5025,S99997824,X56587388X,Ms.,Kenyatta61,Elwanda490,Kutch271,,,S,white,nonhispanic,F,Raynham Center  Massachusetts  US,517 Denesik Dam Suite 93,Yarmouth,Massachusetts,Barnstable County,,00000,41.7224102775127,-70.19862057795856,18858.87,1030859.59,22717
3074ecf8-63c4-7b15-53a7-43794b8670da,1949-04-02,,999-16-2635,S99915807,X16262999X,Mr.,Karl184,Leonardo412,Smith67,,,M,white,nonhispanic,M,Middleborough  Massachusetts  US,351 Windler Annex,Holyoke,Massachusetts,Hampden County,25013,01040,42.238215924180444,-72.65940654335216,167678.49,175610.87,67932
0650a61e-3733-5fc0-653d-d52e72278a69,1965-02-04,,999-69-6344,S99954057,X60033358X,Mr.,Jordan900,Valentine262,Schimmel440,,,D,white,nonhispanic,M,Ware  Massachusetts  US,643 Nolan Skyway,Bourne,Massachusetts,Barnstable County,25001,02532,41.70486551524054,-70.62041737951107,438086.76,249479.20,83594
536e07a7-1dfa-1268-68fc-02e56bec00a3,1976-08-17,,999-89-2297,S99945991,X43443254X,Mrs.,Bong390,,Wilkinson796,,Greenfelder433,M,white,nonhispanic,F,Wenham  Massachusetts  US,1056 McDermott Divide Suite 79,Onset,Massachusetts,Plymouth County,25023,02558,41.73879122637615,-70.63436411016815,19795.37,1742940.77,5383
b12f6d1d-c528-e0eb-2d5c-046450f2dd04,1982-03-17,2023-09-30,999-24-7106,S99996680,X32604588X,Mrs.,Shirely692,Angelyn934,Wiza601,,Stroman228,D,white,nonhispanic,F,Ayer  Massachusetts  US,158 White Street Unit 88,Brockton,Massachusetts,Plymouth County,25023,02301,42.057947332141175,-71.0361795659541,204904.50,348963.54,123005
dfb36d4e-6981-a03b-0fde-28708f08a1c3,1980-05-25,,999-25-6863,S99993237,X52117604X,Mrs.,Carroll471,Genny123,Fadel536,,Ullrich385,D,white,nonhispanic,F,New Bedford  Massachusetts  US,695 Kerluke Path,Quincy,Massachusetts,Norfolk County,25021,02170,42.250555526584165,-70.95786436731414,325529.61,490687.15,86575
9dd59bf3-5dc9-37f1-93dc-ccbee6bd588e,1964-07-31,,999-12-4475,S99997852,X72947162X,Mr.,Ryan260,Vito638,Bernier607,,,M,white,nonhispanic,M,Boston  Massachusetts  US,536 Heaney Glen Apt 86,Plymouth,Massachusetts,Plymouth County,25023,02360,41.84986953971369,-70.67429659873366,134906.88,138341.56,35806
a358d8d9-a403-f915-e95f-3eed93367d79,2024-07-28,,999-44-8454,,,,Cyril535,Oscar384,Homenick806,,,,white,nonhispanic,M,Norwell  Massachusetts  US,561 Windler Tunnel,Lawrence,Massachusetts,Essex County,25009,01840,42.72423371669171,-71.18290758171604,200.00,5446.02,21511
bf684826-9d9c-c8ea-1850-ff361e564db1,1958-02-04,2022-07-01,999-63-2119,S99948478,X2467889X,Mrs.,Lucile200,Sheri207,Weimann465,,Murphy561,M,black,hispanic,F,Middleborough  Massachusetts  US,308 Quitzon Flat Suite 58,Fall River,Massachusetts,Bristol County,25005,02721,41.72297853144464,-71.11283393626135,799769.28,210480.71,61589
486d292e-0dd6-f71c-7613-20eee432aee3,1972-01-25,,999-20-1782,S99981562,X84740429X,Mr.,Royce974,,Zboncak558,,,M,white,nonhispanic,M,Lee  Massachusetts  US,937 Wiegand Fort Unit 14,Marblehead,Massachusetts,Essex County,25009,01945,42.498237485038196,-70.81604459746349,96907.12,55099.48,167387
ebfbe9d3-fd8a-6b0b-6361-52abe114e1b6,1984-03-20,,999-34-9947,S99943076,X78177699X,Mrs.,Elva122,Nery414,Christiansen251,,Mraz590,M,black,nonhispanic,F,Quincy  Massachusetts  US,816 Franecki Passage Suite 43,Winthrop,Massachusetts,Suffolk County,25025,02128,42.343443171283035,-71.00567030788554,292410.81,409416.44,138752
443e4d01-c3a3-a8c3-cf82-36309d00dc0e,1982-03-17,,999-15-4284,S99914569,X25492205X,Ms.,Florence828,,West559,,,S,white,nonhispanic,F,Deerfield  Massachusetts  US,174 Fay Annex,Brockton,Massachusetts,Plymouth County,25023,02351,42.04735919106501,-71.01857597236777,227278.74,926749.52,123005
bcb3d1a2-25e9-5223-09b2-515b1823b989,1974-03-11,,999-96-6419,S99998567,X16333906X,Mr.,Clifford177,Charles364,Olson653,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,1041 Morar Meadow Unit 53,Orleans,Massachusetts,Barnstable County,25001,02653,41.75368465673922,-69.9990021987898,107901.10,51538.43,31589
d541a4c5-51fe-bfac-bf32-f12cac2baf8a,1971-02-16,,999-46-5373,S99957558,X31592253X,Mr.,Thurman577,Randy380,Crooks415,,,M,white,nonhispanic,M,Walpole  Massachusetts  US,770 Zieme Alley,Waltham,Massachusetts,Middlesex County,25017,02453,42.43183268900927,-71.2736145815472,99612.07,24396.04,61480
defd5e0f-f4a5-ee5d-2fe7-4e06fe214304,1940-07-22,2019-07-28,999-29-4185,S99962503,X29182217X,Mrs.,Xuan162,Sheilah526,Ullrich385,,Boehm581,M,white,hispanic,F,Arlington  Massachusetts  US,742 Hoeger Terrace,Weymouth,Massachusetts,Norfolk County,25021,02188,42.17548973897689,-70.91690000215034,735296.09,449144.63,63760
047a1abc-e871-36df-fce5-64b27547ce98,1999-09-07,,999-46-5365,S99960444,X26245157X,Ms.,Nydia801,Kymberly381,Stiedemann542,,,,white,nonhispanic,F,Boston  Massachusetts  US,876 Wuckert Rue,Manchester-by-the-Sea,Massachusetts,Essex County,,00000,42.56256279181144,-70.7718667661472,26176.47,57269.23,25057
87bd513f-6213-f138-5932-19c7c450ac43,1958-02-04,2010-03-26,999-12-7991,S99985374,X25036635X,Mrs.,Hattie299,,Oberbrunner298,,Luettgen772,D,black,hispanic,F,Boston  Massachusetts  US,421 Douglas Green,Fall River,Massachusetts,Bristol County,25005,02724,41.621626637752584,-70.97117822833073,1053533.35,415321.27,61589
bb70d165-3365-3046-0c7f-cb437b9140af,1980-08-23,,999-71-7980,S99976107,X55467759X,Mr.,Gabriel934,David908,Granados71,,,M,white,hispanic,M,Wesley  Saint Andrew Parish  DM,930 Barton Mall,Boston,Massachusetts,Suffolk County,25017,02467,42.39854565071779,-71.04121837547291,121794.56,587099.09,33889
ce8e2ba1-6383-e76b-2805-7be7f76b8646,1927-08-04,,999-34-5458,S99917186,X60801512X,Ms.,Marin763,Ardella559,Stoltenberg489,,,S,asian,nonhispanic,F,Reading  Massachusetts  US,757 Deckow Walk,Andover,Massachusetts,Essex County,25009,01810,42.60659876698534,-71.12758032849165,465806.42,2016891.15,27677
